Fuente;N_charac;N_w;N_dcw;N_cw;N_lfw;N_rw;N_s;N_cs;LDI;ILFW;LC;SSR;ASL;CS;SCI;ARI;PM;MTLD;BLOQUE;CCONJ;SCONJ;PROPN;PRON;NOUN;VERB;ADP;AUX;DET;ADV;ADJ
CNE - Tramites - TEXTO 0107 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;163;27;22;15;3;12;2;0;11;20;15,5;191,1881667;13,5;0;6,75;13,75444444;2;13,6994405;CNE;2;0;9;1;4;1;5;0;4;0;1
CNE - Tramites - TEXTO 0108 FORMULARIO DE JUSTIFICACION DE INASISTENCIA A SUFRAGAR.txt;169;16;15;13;10;12;1;1;15;76,92307692;45,96153846;296,594;16;1;8,5;36,319375;2;14,140625;CNE;0;0;7;0;2;1;3;0;0;0;3
CNE - Tramites - TEXTO 0108 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;488;92;62;48;7;39;2;1;31;14,58333333;22,79166667;236,6683478;46;0,5;23,25;26,55347826;8;13,7368223;CNE;5;0;17;4;13;6;18;2;14;4;8
CNE - Tramites - TEXTO 0109 AUTORIZACION PARA TRAMITES A TERCEROS.txt;348;56;47;31;11;25;1;0;47;35,48387097;41,24193548;260,229;56;0;28;35,83928571;10;14,62462325;CNE;2;1;6;3;13;2;11;2;8;0;8
CNE - Tramites - TEXTO 0109 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;528;91;49;45;8;46;2;2;24,5;17,77777778;21,13888889;262,9325769;45,5;1;23,25;28,64835165;5;13,22222104;CNE;3;0;12;5;21;5;21;1;17;0;6
CNE - Tramites - TEXTO 0110 CERTIFICA DE GOCE DE LOS DERECHOS POLITICOS.txt;197;37;26;17;6;18;1;0;26;35,29411765;30,64705882;242,9492162;37;0;18,5;22,14756757;2;13,30656334;CNE;1;1;5;4;5;5;7;0;6;0;3
CNE - Tramites - TEXTO 0110 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;553;102;57;54;6;48;3;1;19;11,11111111;15,05555556;232,8471765;34;0,333333333;17,16666667;21,10558824;5;13,91699308;CNE;4;0;24;1;16;5;20;1;19;0;9
CNE - Tramites - TEXTO 0111 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;336;56;47;30;4;27;2;0;23,5;13,33333333;18,41666667;227,027;28;0;14;20,83;4;13,61185894;CNE;2;1;14;1;8;4;10;0;11;0;4
CNE - Tramites - TEXTO 0111 REQUISITO PARA EL CAMBIO DE DOMICILIO ELECTORAL.txt;202;38;30;19;5;17;2;0;15;26,31578947;20,65789474;201,0078421;19;0;9,5;13,10736842;2;14,23213734;CNE;2;0;6;3;7;2;8;0;6;0;4
CNE - Tramites - TEXTO 0112 CERTIFICADO PROVICIONAL.txt;291;47;39;25;4;25;1;1;39;16;27,5;274,1123617;47;1;24;31,23191489;10;15,46484651;CNE;3;0;7;1;7;4;10;4;5;1;5
CNE - Tramites - TEXTO 0112 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;196;36;30;19;1;18;1;0;30;5,263157895;17,63157895;245,824;36;0;18;22,21333333;2;13,45909639;CNE;2;0;9;0;6;2;8;0;6;0;2
CNE - Tramites - TEXTO 0113 CERTIFICADO PROVICIONAL.txt;188;36;28;19;7;16;1;1;28;36,84210526;32,42105263;227,3906667;36;1;18,5;21,16666667;4;14,33333333;CNE;1;0;6;0;3;6;8;1;5;3;3
CNE - Tramites - TEXTO 0113 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;408;70;47;35;4;40;2;1;23,5;11,42857143;17,46428571;267,915;35;0,5;17,75;23,52257143;3;14,21771874;CNE;4;1;11;0;13;3;13;2;12;0;6
CNE - Tramites - TEXTO 0114 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;266;41;34;23;7;23;1;0;34;30,43478261;32,2173913;274,1007073;41;0;20,5;29,62756098;2;14,50350947;CNE;2;1;12;2;6;3;7;0;5;1;2
CNE - Tramites - TEXTO 0114 REQUISITOS PARA INSCRIBIR UN PARTIDO POLITICO.txt;134;20;20;13;5;13;1;1;20;38,46153846;29,23076923;269,85;20;1;10,5;20,127;2;14,26852368;CNE;1;0;1;1;5;3;2;1;3;0;3
CNE - Tramites - TEXTO 0115 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;384;71;53;34;3;33;2;2;26,5;8,823529412;17,66176471;233,3364014;35,5;1;18,25;21,79380282;7;13,31964042;CNE;2;0;4;4;12;3;16;5;8;2;9
CNE - Tramites - TEXTO 0115 REQUISITOS PARA INSCRIBIR UN PARTIDO POLITICO.txt;155;26;23;17;5;13;1;1;23;29,41176471;26,20588235;229,734;26;1;13,5;19,64884615;3;15,05657748;CNE;2;0;1;0;10;3;6;1;1;0;2
CNE - Tramites - TEXTO 0116 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;316;51;41;28;4;28;2;1;20,5;14,28571429;17,39285714;245,1942059;25,5;0,5;13;20,50352941;2;13,31776168;CNE;2;0;4;1;12;2;11;1;7;1;8
CNE - Tramites - TEXTO 0116 REQUISITOS PARA INSCRIBIR UN PARTIDO POLITICO.txt;248;40;34;25;8;20;2;0;17;32;24,5;220,08;20;0;10;17,772;5;14,78858849;CNE;3;0;3;2;15;4;8;0;2;0;3
CNE - Tramites - TEXTO 0117 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;470;72;55;42;9;47;2;1;27,5;21,42857143;24,46428571;296,5156667;36;0,5;18,25;27,31583333;11;12,821653;CNE;5;2;5;4;21;9;7;1;11;1;6
CNE - Tramites - TEXTO 0117 REQUISITOS PARA INSCRIBIR UN PARTIDO POLITICO.txt;183;27;24;15;4;14;2;0;12;26,66666667;19,33333333;215,7659444;13,5;0;6,75;17,24333333;4;14,71147485;CNE;0;0;2;1;8;2;7;0;3;1;3
CNE - Tramites - TEXTO 0118 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;373;60;42;31;3;35;3;2;14;9,677419355;11,83870968;247,73;20;0,666666667;10,33333333;17,8505;4;12,9844057;CNE;5;0;4;2;13;5;8;3;11;3;6
CNE - Tramites - TEXTO 0118 REQUISITOS PARA INSCRIBIR UN PARTIDO POLITICO.txt;227;35;27;22;5;21;1;0;27;22,72727273;24,86363636;277,395;35;0;17,5;26,61771429;2;15,29411765;CNE;2;0;2;0;11;4;7;0;3;1;5
CNE - Tramites - TEXTO 0119 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;444;74;55;40;12;39;3;2;18,33333333;30;24,16666667;236,5562342;24,66666667;0,666666667;12,66666667;19,16333333;5;13,53872061;CNE;3;1;7;4;16;9;10;3;15;1;5
CNE - Tramites - TEXTO 0119 REQUISITOS PARA INSCRIBIR UN PARTIDO POLITICO.txt;264;42;34;27;7;26;2;0;17;25,92592593;21,46296296;261,189;21;0;10,5;18,67571429;6;15,62796106;CNE;5;0;14;0;7;1;7;0;3;0;5
CNE - Tramites - TEXTO 0120 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;311;50;41;28;5;26;1;0;41;17,85714286;29,42857143;274,986;50;0;25;32,8662;2;13,9053532;CNE;2;0;7;2;12;7;8;0;10;0;2
CNE - Tramites - TEXTO 0120 REQUISITOS PARA INSCRIBIR UN PARTIDO POLITICO.txt;179;27;24;18;5;14;1;1;24;27,77777778;25,88888889;237,4874444;27;1;14;23,29555556;3;15,01673011;CNE;0;0;0;0;7;2;6;2;3;0;7
CNE - Tramites - TEXTO 0121 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;429;69;47;42;8;45;3;2;15,66666667;19,04761905;17,35714286;275,3983043;23;0,666666667;11,83333333;19,35391304;4;12,78120194;CNE;9;1;10;1;18;5;7;2;9;2;5
CNE - Tramites - TEXTO 0121 REQUISITOS PARA INSCRIBIR UN PARTIDO POLITICO.txt;184;37;30;22;8;20;1;1;30;36,36363636;33,18181818;260,8843514;37;1;19;20,4927027;3;14,09950249;CNE;4;0;2;0;12;3;6;4;5;0;1
CNE - Tramites - TEXTO 0122 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;231;38;29;19;5;21;1;0;29;26,31578947;27,65789474;266,5051579;38;0;19;26,20184211;2;12,81183556;CNE;3;0;5;2;8;3;8;0;5;1;3
CNE - Tramites - TEXTO 0122 REQUISITOS PARA INSCRIBIR UN PARTIDO POLITICO.txt;242;40;32;21;4;19;2;1;16;19,04761905;17,52380952;211,785;20;0,5;10,25;17,0655;3;13,85186694;CNE;1;0;3;0;10;3;10;1;7;1;4
CNE - Tramites - TEXTO 0123 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;432;75;58;41;4;33;1;1;58;9,756097561;33,87804878;288,667;75;1;38;43,1996;7;13,69794774;CNE;3;1;9;3;18;6;12;2;12;2;5
CNE - Tramites - TEXTO 0123 REQUISITOS PARA INSCRIBIR UN MOVIMIENTO POLITICO.txt;151;25;23;11;4;8;2;0;11,5;36,36363636;23,93181818;148,2885;12,5;0;6,25;13,2684;3;14,16179441;CNE;2;2;3;1;4;2;7;0;1;2;1
CNE - Tramites - TEXTO 0124 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;568;93;58;48;7;51;3;1;19,33333333;14,58333333;16,95833333;253,8338387;31;0,333333333;15,66666667;22,83645161;6;13,87544047;CNE;3;1;7;5;21;5;18;2;13;1;13
CNE - Tramites - TEXTO 0124 REQUISITOS PARA INSCRIBIR UN MOVIMIENTO POLITICO.txt;186;29;23;17;3;17;1;0;23;17,64705882;20,32352941;263,1644483;29;0;14,5;23,27896552;2;14,01701031;CNE;2;0;3;1;9;1;6;0;3;1;3
CNE - Tramites - TEXTO 0125 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;788;126;82;70;19;72;4;3;20,5;27,14285714;23,82142857;262,2835;31,5;0,75;16,125;23,77619048;12;13,63169693;CNE;3;0;12;5;30;10;21;4;21;5;14
CNE - Tramites - TEXTO 0125 REQUISITOS PARA INSCRIBIR UN MOVIMIENTO POLITICO.txt;163;21;20;14;5;12;1;0;20;35,71428571;27,85714286;245,389;21;0;10,5;25,62857143;5;13,79454186;CNE;1;0;2;1;5;0;4;0;2;0;6
CNE - Tramites - TEXTO 0126 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;368;64;52;31;4;33;2;0;26;12,90322581;19,4516129;244,572375;32;0;16;21,6525;6;13,75766528;CNE;2;0;10;4;12;3;13;0;12;0;6
CNE - Tramites - TEXTO 0126 REQUISITOS PARA INSCRIBIR UN MOVIMIENTO POLITICO.txt;213;35;29;18;3;15;1;1;29;16,66666667;22,83333333;220,515;35;1;18;24,73371429;3;12,65178716;CNE;0;0;2;3;7;1;8;1;6;1;6
CNE - Tramites - TEXTO 0127 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;387;65;50;36;5;40;2;2;25;13,88888889;19,44444444;278,4771154;32,5;1;16,75;22,86261538;5;13,42664105;CNE;2;0;10;0;13;3;12;2;12;1;8
CNE - Tramites - TEXTO 0127 REQUISITOS PARA INSCRIBIR UN MOVIMIENTO POLITICO.txt;155;29;25;19;4;15;1;1;25;21,05263158;23,02631579;240,2816897;29;1;15;18,24413793;6;14,6254725;CNE;3;0;4;1;10;2;4;1;2;0;1
CNE - Tramites - TEXTO 0128 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;386;64;46;34;6;33;2;0;23;17,64705882;20,32352941;244,572375;32;0;16;22,9771875;4;14,21816148;CNE;4;0;13;2;13;2;12;2;11;0;4
CNE - Tramites - TEXTO 0128 REQUISITOS PARA INSCRIBIR UN MOVIMIENTO POLITICO.txt;181;29;27;17;4;14;1;1;27;23,52941176;25,26470588;228,8403103;29;1;15;22,46689655;4;13,85119192;CNE;1;0;2;1;7;0;6;2;4;1;5
CNE - Tramites - TEXTO 0129 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;337;56;47;32;4;28;1;0;47;12,5;29,75;278,004;56;0;28;34,91410714;3;14,02171054;CNE;1;0;9;1;13;5;11;0;10;0;4
CNE - Tramites - TEXTO 0129 REQUISITOS PARA INSCRIBIR UN MOVIMIENTO POLITICO.txt;234;34;25;20;6;17;1;0;25;30;27,5;242,606;34;0;17;27,98588235;3;14,17251462;CNE;0;0;2;1;10;1;10;0;4;0;6
CNE - Tramites - TEXTO 0130 EMISION DEL CERTIFICADO DE APOLICISMO.txt;250;44;36;24;4;17;1;0;36;16,66666667;26,33333333;220,9914545;44;0;22;27,33136364;1;14,11897655;CNE;3;1;8;3;9;4;7;1;6;1;1
CNE - Tramites - TEXTO 0130 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;375;62;42;35;6;30;1;0;42;17,14285714;29,57142857;282,3063871;62;0;31;38,05790323;5;14,56916806;CNE;7;0;22;0;9;1;13;0;7;0;3
CNE - Tramites - TEXTO 0131 EMISIÓN DE CERTIFICADO DE GOCE DE DERECHOS POLÍTICOS.txt;365;60;42;35;6;30;1;1;42;17,14285714;29,57142857;284,44;60;1;30,5;37,2225;5;13,64829427;CNE;2;2;12;3;12;6;13;1;5;0;4
CNE - Tramites - TEXTO 0131 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;560;91;60;52;12;48;2;0;30;23,07692308;26,53846154;270,2248846;45,5;0;22,75;30,30461538;13;13,80586966;CNE;8;0;23;2;21;4;18;0;11;0;4
CNE - Tramites - TEXTO 0132 EMISIÓN DE CERTIFICADO DE GOCE DE DERECHOS POLÍTICOS.txt;338;58;45;34;6;30;2;1;22,5;17,64705882;20,07352941;240,2816897;29;0,5;14,75;20,51793103;4;14;CNE;2;2;13;4;10;5;11;4;5;0;2
CNE - Tramites - TEXTO 0132 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;635;112;64;55;13;56;5;1;12,8;23,63636364;18,21818182;223,9416;22,4;0,2;11,3;16,47401786;7;13,49555928;CNE;5;1;14;4;25;8;19;1;23;4;6
CNE - Tramites - TEXTO 0133 EMISIÓN DE CERTIFICADO DE NO HABER SIDO DIRECTIVO DE PARTIDO O MOVIMIENTO POLÍTICO..txt;297;50;38;29;2;20;2;1;19;6,896551724;12,94827586;194,945;25;0,5;12,75;19,0474;4;14,7512266;CNE;1;0;12;2;8;4;8;4;7;2;2
CNE - Tramites - TEXTO 0133 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;464;75;51;41;15;44;2;0;25,5;36,58536585;31,04268293;276,9935;37,5;0;18,75;26,4592;5;12,89491959;CNE;4;0;4;3;23;7;15;0;11;0;7
CNE - Tramites - TEXTO 0134 EMISIÓN DE CERTIFICADO DE NO HABER SIDO DIRECTIVO DE PARTIDO O MOVIMIENTO POLÍTICO..txt;278;52;38;27;1;22;2;1;19;3,703703704;11,35185185;204,2109231;26;0,5;13,25;16,75038462;4;13,61965889;CNE;3;2;5;4;11;5;8;6;5;2;1
CNE - Tramites - TEXTO 0134 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;505;96;56;49;8;46;3;1;18,66666667;16,32653061;17,49659864;232,4755;32;0,333333333;16,16666667;19,3465625;6;13,6944841;CNE;5;0;17;0;19;5;21;1;20;0;7
CNE - Tramites - TEXTO 0135 JUSTIFICACIÓN POR NO SUFRAGAR O SER MIEMBRO DE LAS JUNTAS RECEPTORAS DEL VOTO.txt;377;69;47;36;12;38;2;1;23,5;33,33333333;28,41666667;260,2409348;34,5;0,5;17,5;21,55434783;4;14,33035932;CNE;1;0;6;2;9;8;15;4;9;2;9
CNE - Tramites - TEXTO 0135 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;353;54;40;30;4;29;2;1;20;13,33333333;16,66666667;243,6318889;27;0,5;13,75;22,85944444;4;13,98794311;CNE;2;1;4;2;14;5;10;2;9;0;5
CNE - Tramites - TEXTO 0136 JUSTIFICACIÓN POR NO SUFRAGAR O SER MIEMBRO DE LAS JUNTAS RECEPTORAS DEL VOTO.txt;213;41;31;22;6;13;1;1;31;27,27272727;29,13636364;193,173878;41;1;21;23,53902439;1;14,93402778;CNE;3;0;11;1;6;2;10;1;3;1;3
CNE - Tramites - TEXTO 0136 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;227;36;30;19;6;25;1;1;30;31,57894737;30,78947368;310,3406667;36;1;18,5;26,26916667;2;12,64151347;CNE;3;0;4;1;7;2;5;2;6;1;4
CNE - Tramites - TEXTO 0137 JUSTIFICACIÓN POR NO SUFRAGAR O SER MIEMBRO DE LAS JUNTAS RECEPTORAS DEL VOTO.txt;197;39;30;19;4;16;1;0;30;21,05263158;25,52631579;220,8740769;39;0;19,5;21,86153846;3;14,85416667;CNE;1;0;8;2;4;2;11;2;4;1;4
CNE - Tramites - TEXTO 0137 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;244;44;36;23;8;21;2;0;18;34,7826087;26,39130435;215,7570909;22;0;11;15,68909091;2;13,71756114;CNE;4;0;5;3;11;4;8;1;6;0;2
CNE - Tramites - TEXTO 0138 JUSTIFICACIÓN POR NO SUFRAGAR O SER MIEMBRO DE LAS JUNTAS RECEPTORAS DEL VOTO.txt;406;66;47;39;12;41;2;2;23,5;30,76923077;27,13461538;281,2151818;33;1;17;24,04363636;3;13,72997859;CNE;3;0;11;4;13;7;8;5;9;1;5
CNE - Tramites - TEXTO 0138 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;489;76;57;44;8;43;1;0;57;18,18181818;37,59090909;332,0129474;76;0;38;46,87513158;12;13,57462529;CNE;5;2;18;0;17;3;14;0;7;1;9
CNE - Tramites - TEXTO 0139 JUSTIFICACIÓN POR NO SUFRAGAR O SER MIEMBRO DE LAS JUNTAS RECEPTORAS DEL VOTO.txt;337;58;44;32;7;27;1;1;44;21,875;32,9375;269,7806207;58;1;29,5;34,93672414;4;14,2228836;CNE;1;0;15;2;10;2;12;2;9;0;5
CNE - Tramites - TEXTO 0139 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;300;58;44;27;9;26;2;0;22;33,33333333;27,66666667;217,398931;29;0;14,5;17,43206897;5;13,35282692;CNE;4;1;5;5;14;4;9;0;8;2;4
CNE - Tramites - TEXTO 0140 JUSTIFICACIÓN POR NO SUFRAGAR O SER MIEMBRO DE LAS JUNTAS RECEPTORAS DEL VOTO.txt;296;55;42;28;9;24;1;0;42;32,14285714;37,07142857;255,2804545;55;0;27,5;31,41836364;7;14,09364548;CNE;4;1;10;3;8;2;10;3;7;0;7
CNE - Tramites - TEXTO 0140 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;379;67;54;33;11;33;1;1;54;33,33333333;43,66666667;293,2268806;67;1;34;38,71313433;6;13,90687237;CNE;4;3;6;6;10;7;12;2;6;1;9
CNE - Tramites - TEXTO 0141 RECLAMO ADMINISTRATIVO.txt;389;56;44;32;5;35;1;1;44;15,625;29,8125;319,479;56;1;28,5;39,28767857;6;13,98453932;CNE;6;0;11;2;8;4;7;2;9;0;7
CNE - Tramites - TEXTO 0141 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;196;30;26;19;3;16;1;0;26;15,78947368;20,89473684;247,23;30;0;15;24,342;2;14,34645632;CNE;2;1;5;1;6;1;4;1;3;0;6
CNE - Tramites - TEXTO 0142 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;497;78;46;45;5;40;1;1;46;11,11111111;28,55555556;317,6558462;78;1;39,5;47,58115385;5;13,93240887;CNE;4;0;20;2;11;5;14;3;13;0;6
CNE - Tramites - TEXTO 0142 SOLICITUD DE ACCESO A INFORMACION PUBLICA.txt;233;44;28;24;5;23;2;0;14;20,83333333;17,41666667;230,8389091;22;0;11;14,51159091;2;16,61041589;CNE;1;0;11;0;8;0;9;2;10;0;3
CNE - Tramites - TEXTO 0143 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;353;54;38;32;2;29;1;1;38;6,25;22,125;287,0748889;54;1;27,5;36,35944444;7;14,55270346;CNE;3;0;24;0;5;2;11;0;8;0;1
CNE - Tramites - TEXTO 0143 SOLICITUD DE DESAFILIACIÓN RENUNCIA.txt;250;43;32;22;6;15;1;1;32;27,27272727;29,63636364;206,931186;43;1;22;27,45372093;3;13,38020675;CNE;3;3;2;0;11;3;7;2;6;1;5
CNE - Tramites - TEXTO 0144 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;353;54;38;32;2;29;1;1;38;6,25;22,125;287,0748889;54;1;27,5;36,35944444;7;14,55270346;CNE;3;0;24;0;5;2;11;0;8;0;1
CNE - Tramites - TEXTO 0144 SOLICITUD DE DESAFILIACIÓN RENUNCIA.txt;223;40;28;21;5;15;1;1;28;23,80952381;25,9047619;210,785;40;1;20,5;24,82825;3;13,81642512;CNE;2;3;2;4;9;3;4;3;5;0;5
CNE - Tramites - TEXTO 0145 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;262;46;34;25;12;23;1;1;34;48;41;261,914;46;1;23,5;28,39652174;3;12,73591549;CNE;4;1;4;1;9;6;8;1;5;1;5
CNE - Tramites - TEXTO 0145 SOLICITUD DE DESAFILIACIÓN RENUNCIA.txt;551;96;71;49;16;41;2;2;35,5;32,65306122;34,07653061;240,93825;48;1;24,5;29,6034375;8;13,3182805;CNE;4;3;10;4;21;12;19;1;14;2;6
CNE - Tramites - TEXTO 0146 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;361;62;44;33;4;32;1;0;44;12,12121212;28,06060606;293,0096129;62;0;31;36,99435484;5;14,69712899;CNE;3;0;16;0;9;1;15;0;10;0;6
CNE - Tramites - TEXTO 0146 SOLICITUD DE DESAFILIACIÓN RENUNCIA.txt;462;86;58;45;11;37;3;3;19,33333333;24,44444444;21,88888889;210,8758295;28,66666667;1;14,83333333;18,20589147;6;13,32480035;CNE;5;4;7;2;21;11;14;3;15;0;4
CNE - Tramites - TEXTO 0147 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;333;54;41;28;7;29;1;0;41;25;33;287,0748889;54;0;27;34,615;2;13,9530347;CNE;1;0;7;3;10;3;12;0;10;0;8
CNE - Tramites - TEXTO 0147 SOLICITUD DE DESAFILIACIÓN RENUNCIA.txt;256;45;34;25;9;20;1;0;34;36;35;241,8716667;45;0;22,5;27,86466667;7;13,35744376;CNE;1;0;3;1;13;4;11;0;6;0;5
CNE - Tramites - TEXTO 0148 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;253;39;32;23;8;22;1;0;32;34,7826087;33,39130435;271,9202308;39;0;19,5;28,62461538;2;14,90054949;CNE;5;0;6;2;11;3;4;0;5;0;3
CNE - Tramites - TEXTO 0148 SOLICITUD DE DESAFILIACIÓN RENUNCIA.txt;317;58;46;30;9;26;2;1;23;30;26,5;217,398931;29;0,5;14,75;18,81258621;5;12,53411198;CNE;2;1;6;5;14;8;11;0;7;1;3
CNE - Tramites - TEXTO 0149 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;298;50;35;29;7;25;1;1;35;24,13793103;29,56896552;268,35;50;1;25,5;31,6416;5;13,35226586;CNE;3;0;19;0;6;1;11;1;7;0;2
CNE - Tramites - TEXTO 0149 SOLICITUD DE DESAFILIACIÓN RENUNCIA.txt;445;82;57;39;10;38;1;1;57;25,64102564;41,32051282;307,6989756;82;1;41,5;45,13036585;8;13,17949709;CNE;0;3;8;6;18;8;18;4;12;3;2
CNE - Tramites - TEXTO 0150 REFERENDUM CONSTITUCIONAL Y CONSULTA POPULAR (2023).txt;254;42;32;24;4;24;1;1;32;16,66666667;24,33333333;279,178;42;1;21,5;28,05428571;2;13,48379508;CNE;3;0;15;0;5;1;8;1;6;0;2
CNE - Tramites - TEXTO 0150 REQUISITOS PARA INSCRIBIR UN MOVIMIENTO POLITICO.txt;157;26;22;14;3;12;1;0;22;21,42857143;21,71428571;216,9724615;26;0;13;20,01115385;1;13,69352014;CNE;1;0;5;2;6;1;7;0;3;1;0
CNT - Tramites - TEXTO 0001 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;518;92;65;50;13;50;1;1;65;26;45,5;350,354087;92;1;46,5;51,08934783;5;14,35714286;CNT;3;3;7;3;24;4;18;3;14;1;12
CNT - Tramites - TEXTO 0001 SOLICITUD DE CAMBIO DE ENTIDAD FINANCIERA PARA EL PAGO DE SERVICIO MÓVIL AVANZADO (SMA) MASIVO PERSONA NATURAL.txt;352;69;54;38;9;32;1;0;54;23,68421053;38,84210526;286,8992609;69;0;34,5;37,09782609;3;13,56659074;CNT;2;1;12;1;13;3;15;0;10;2;10
CNT - Tramites - TEXTO 0002 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;416;68;52;37;10;37;1;1;52;27,02702703;39,51351351;311,9502353;68;1;34,5;41,38411765;6;14,33508862;CNT;1;1;5;1;16;4;13;2;11;4;10
CNT - Tramites - TEXTO 0002 SOLICITUD DE CAMBIO DE ENTIDAD FINANCIERA PARA EL PAGO DE SERVICIO MÓVIL AVANZADO (SMA) MASIVO PERSONA NATURAL.txt;733;153;80;75;17;60;3;1;26,66666667;22,66666667;24,66666667;234,1766471;51;0,333333333;25,66666667;26,63490196;19;13,37128337;CNT;5;2;16;6;33;8;37;2;20;6;18
CNT - Tramites - TEXTO 0003 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;330;62;45;32;8;32;1;1;45;25;35;293,0096129;62;1;31,5;34,63935484;4;15,46132325;CNT;1;2;7;3;15;4;15;1;8;0;6
CNT - Tramites - TEXTO 0003 SOLICITUD DE CAMBIO DE ENTIDAD FINANCIERA PARA EL PAGO DE SERVICIO MÓVIL AVANZADO (SMA) MASIVO PERSONA NATURAL.txt;426;79;57;45;11;41;1;1;57;24,44444444;40,72222222;321,311;79;1;40;43,46822785;6;13,60985421;CNT;6;1;7;1;18;6;15;1;11;0;13
CNT - Tramites - TEXTO 0004 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;601;104;64;53;13;55;1;1;64;24,52830189;44,26415094;364,8071538;104;1;52,5;57,78836538;7;14,00011494;CNT;5;2;6;6;25;6;20;3;16;2;13
CNT - Tramites - TEXTO 0004 SOLICITUD DE CAMBIO DE ENTIDAD FINANCIERA PARA EL PAGO DE SERVICIO MÓVIL AVANZADO (SMA) MASIVO PERSONA NATURAL.txt;460;77;55;48;8;45;2;1;27,5;16,66666667;22,08333333;277,8555909;38,5;0,5;19,5;25,95766234;10;14,18527817;CNT;7;2;11;0;15;3;15;1;5;0;18
CNT - Tramites - TEXTO 0005 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;1024;177;96;96;20;84;1;1;96;20,83333333;58,41666667;464,2574068;177;1;89;94,31881356;9;13,99076839;CNT;5;2;22;12;32;18;35;6;22;5;18
CNT - Tramites - TEXTO 0005 SOLICITUD DE CAMBIO DE ENTIDAD FINANCIERA PARA EL PAGO DE SERVICIO MÓVIL AVANZADO (SMA) MASIVO PERSONA NATURAL.txt;592;110;66;62;12;52;2;1;33;19,35483871;26,17741935;267,3459091;55;0,5;27,75;31,41836364;10;13,33485746;CNT;6;1;10;2;26;13;23;0;16;0;13
